v101,v025,d104,d106,d107,d108,d113,d121,d122a,d122b,v044,v133,v137,v153,v190,v501,v502,v511,v512,v730,v731,v741,v012,v745a,v745b,v746,v715,v744a,v744b,v744c,v744d,v744e
province 1,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,4,0,no,middle,married,currently in union/living with a man,17,21,60,currently working,not paid,38,does not own,does not own,,0,no,no,no,no,no
province 1,urban,,,,,,yes,no,no,woman selected and interviewed,10,1,no,richest,never in union,never in union,,,,currently working,not paid,22,does not own,does not own,,,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,richer,married,currently in union/living with a man,17,6,32,no,,23,does not own,does not own,,10,no,no,no,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,17,25,47,no,,42,does not own,does not own,,0,no,no,no,no,no
province 1,urban,,,,,,no,no,no,woman selected and interviewed,7,0,no,richer,never in union,never in union,,,,no,,15,does not own,does not own,,,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,7,0,no,richer,married,currently in union/living with a man,20,12,36,currently working,cash only,32,does not own,alone only,more than him,11,yes,yes,no,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,15,25,40,currently working,cash only,40,alone only,does not own,less than him,4,no,no,no,no,no
province 1,urban,no,yes,no,no,no,yes,no,no,woman selected and interviewed,2,0,no,poorer,married,currently in union/living with a man,16,13,37,currently working,cash only,30,does not own,does not own,less than him,3,no,no,no,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,9,1,no,richer,married,currently in union/living with a man,15,14,37,currently working,cash only,30,does not own,alone only,less than him,7,yes,yes,yes,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,21,18,45,currently working,not paid,39,does not own,does not own,,6,no,no,no,no,no
province 1,urban,yes,yes,no,yes,no,yes,no,no,woman selected and interviewed,10,2,no,richer,married,currently in union/living with a man,17,3,23,currently working,not paid,21,alone only,does not own,,10,no,yes,no,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,2,no,poorer,married,currently in union/living with a man,15,34,50,currently working,cash only,49,does not own,does not own,more than him,5,no,no,no,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,18,27,45,no,,45,does not own,does not own,,7,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,richer,married,currently in union/living with a man,26,3,34,no,,29,does not own,does not own,,11,no,no,no,no,no
province 1,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,20,24,47,no,,45,does not own,does not own,,9,no,yes,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,richest,married,currently in union/living with a man,27,2,29,no,,29,does not own,does not own,,11,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,yes,richest,married,currently in union/living with a man,23,0,21,in the past year,cash only,23,does not own,alone only,less than him,11,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,10,1,yes,richest,married,currently in union/living with a man,22,12,38,no,,34,alone only,does not own,,11,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,9,0,no,richest,married,currently in union/living with a man,19,23,51,currently working,cash only,42,does not own,alone only,less than him,11,no,no,no,no,no
province 1,urban,,,,,,yes,no,no,woman selected and interviewed,11,0,yes,richest,never in union,never in union,,,,currently working,cash only,16,does not own,does not own,,,no,no,no,no,no
province 1,urban,,,,,,no,no,no,woman selected and interviewed,11,0,no,richer,never in union,never in union,,,,no,,19,does not own,does not own,,,no,no,no,no,no
province 1,urban,no,yes,no,no,yes,yes,no,no,woman selected and interviewed,4,0,no,richest,married,currently in union/living with a man,17,27,56,currently working,cash only,44,alone only,does not own,less than him,10,no,no,no,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,10,1,no,richer,married,currently in union/living with a man,20,8,31,no,,28,alone only,does not own,,9,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,6,0,no,richer,married,currently in union/living with a man,15,21,45,currently working,cash only,37,alone only,does not own,more than him,6,yes,yes,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,richest,married,currently in union/living with a man,27,0,28,no,,28,does not own,does not own,,10,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,9,0,no,richest,married,currently in union/living with a man,16,12,30,no,,28,does not own,alone only,,10,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,2,0,no,richer,married,currently in union/living with a man,16,17,37,no,,33,does not own,does not own,,8,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,10,0,no,richest,divorced,formerly in union/living with a man,16,22,,currently working,cash only,38,alone only,alone only,,,no,yes,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,yes,richest,married,currently in union/living with a man,19,27,60,no,,46,jointly only,does not own,,10,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,richest,married,currently in union/living with a man,17,2,24,currently working,not paid,20,does not own,does not own,,8,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,9,0,no,richest,married,currently in union/living with a man,22,23,47,no,,46,does not own,does not own,,10,no,no,no,no,no
province 1,urban,,,,,,no,no,no,woman selected and interviewed,11,0,yes,richest,never in union,never in union,,,,no,,29,alone only,does not own,,,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,4,1,no,richer,married,currently in union/living with a man,18,9,36,currently working,cash only,28,does not own,does not own,less than him,5,no,no,no,no,no
province 1,urban,no,no,no,yes,yes,don't know,no,no,woman selected and interviewed,0,0,no,richest,married,currently in union/living with a man,19,25,49,no,,45,alone only,does not own,,0,no,yes,yes,no,no
province 1,urban,,,,,,yes,no,no,woman selected and interviewed,10,0,no,richer,never in union,never in union,,,,currently working,cash only,26,does not own,does not own,,,yes,yes,yes,no,no
province 1,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,7,0,no,richest,married,currently in union/living with a man,14,23,39,currently working,cash only,37,alone only,does not own,less than him,7,no,no,no,no,no
province 1,urban,,,,,,no,no,no,woman selected and interviewed,11,0,not a dejure resident,richest,never in union,never in union,,,,no,,16,does not own,does not own,,,no,yes,no,yes,no
province 1,urban,,,,,,no,no,no,woman selected and interviewed,11,0,not a dejure resident,richest,never in union,never in union,,,,no,,20,does not own,does not own,,,no,no,no,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,1,no,richest,married,currently in union/living with a man,20,6,28,currently working,cash only,26,does not own,does not own,less than him,11,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,0,no,richest,married,currently in union/living with a man,19,1,28,currently working,cash only,21,alone only,alone only,about the same,9,no,no,no,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,0,yes,richest,married,currently in union/living with a man,20,28,57,currently working,cash only,48,does not own,does not own,less than him,11,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,3,1,yes,richest,married,currently in union/living with a man,20,17,42,no,,38,does not own,does not own,,0,no,yes,no,yes,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,10,0,no,richer,married,currently in union/living with a man,17,8,28,no,,25,does not own,does not own,,10,no,yes,no,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,richest,married,currently in union/living with a man,15,33,51,currently working,cash only,49,jointly only,does not own,less than him,4,no,no,no,no,no
province 1,urban,no,yes,yes,yes,yes,no,"yes, more than once","yes, more than once",woman selected and interviewed,11,1,yes,richest,married,currently in union/living with a man,18,16,41,currently working,cash only,34,alone only,does not own,less than him,11,no,no,no,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,11,1,yes,richest,married,currently in union/living with a man,19,4,30,no,,24,does not own,does not own,,11,no,no,no,no,no
province 1,urban,,,,,,no,no,no,woman selected and interviewed,11,0,not a dejure resident,richest,never in union,never in union,,,,no,,20,does not own,does not own,,,no,no,no,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,poorer,married,currently in union/living with a man,18,10,30,currently working,in-kind only,28,does not own,does not own,,9,yes,yes,yes,no,no
province 1,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,3,0,no,richer,married,currently in union/living with a man,19,9,32,currently working,cash only,28,does not own,does not own,less than him,10,no,no,no,no,no
province 1,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,9,1,no,richest,married,currently in union/living with a man,21,10,33,no,,32,does not own,does not own,,6,no,no,no,no,no
province 1,urban,yes,yes,yes,yes,no,no,no,no,woman selected and interviewed,0,0,no,richest,married,currently in union/living with a man,19,19,35,no,,38,alone only,alone only,,0,no,no,no,no,no
province 1,urban,,,,,,no,no,no,woman selected and interviewed,10,0,no,richest,never in union,never in union,,,,currently working,cash only,26,does not own,does not own,,,no,no,no,no,no
province 1,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,9,0,no,richest,married,currently in union/living with a man,20,8,26,currently working,cash only,28,does not own,does not own,less than him,10,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,1,no,richer,married,currently in union/living with a man,18,20,26,no,,38,does not own,does not own,,9,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,9,1,no,richest,married,currently in union/living with a man,19,11,33,no,,30,jointly only,does not own,,9,no,no,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,9,0,no,richest,married,currently in union/living with a man,25,2,31,currently working,cash only,27,does not own,does not own,less than him,9,no,no,no,no,no
province 1,urban,no,no,no,no,yes,yes,no,no,woman selected and interviewed,7,0,no,richest,married,currently in union/living with a man,24,18,42,currently working,not paid,42,alone only,alone only,,9,no,yes,yes,no,no
province 1,urban,no,no,no,yes,no,no,no,no,woman selected and interviewed,7,2,no,richer,married,currently in union/living with a man,14,13,27,no,,28,does not own,does not own,,3,yes,yes,no,no,no
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,richest,married,currently in union/living with a man,24,5,31,no,,30,does not own,does not own,,11,no,yes,no,no,no
province 1,urban,yes,no,no,no,yes,no,no,no,woman selected and interviewed,9,0,no,richest,married,currently in union/living with a man,19,14,36,no,,34,does not own,does not own,,11,no,no,no,no,no
province 1,urban,yes,yes,no,no,no,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,16,10,27,no,,26,does not own,does not own,,8,yes,no,no,no,no
province 1,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,0,0,not a dejure resident,middle,married,currently in union/living with a man,23,0,27,no,,23,does not own,does not own,,5,no,no,no,yes,yes
province 1,urban,no,yes,yes,no,no,no,no,no,woman selected and interviewed,0,0,not a dejure resident,middle,married,currently in union/living with a man,16,16,34,in the past year,cash only,32,does not own,does not own,less than him,5,yes,yes,yes,yes,yes
province 1,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,richest,married,currently in union/living with a man,14,18,38,currently working,cash only,32,does not own,does not own,about the same,8,yes,yes,yes,yes,no
